player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors
Mohamed Dräger,DF,Tunisia,26-173,1996,1.5,5,3,3,2,0,4,4,100.0,0,0,0,0,1,6,4,0
Mohamed Kanno,MF,Saudi Arabia,28-084,1994,3.0,6,2,5,1,0,1,2,50.0,1,3,1,2,2,8,7,0
Mohammed Al-Breik,DF,Saudi Arabia,30-091,1992,0.7,1,0,1,0,0,0,0,,0,2,0,2,1,2,4,0
Mohammed Al-Owais,GK,Saudi Arabia,31-066,1991,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
Mohammed Muntari,FW,Qatar,28-360,1993,0.7,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,2,0
Mohammed Salisu,DF,Ghana,23-242,1999,3.0,2,1,2,0,0,1,1,100.0,0,5,4,1,3,5,17,0
Mohammed Waad,MF,Qatar,23-088,1999,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Moisés Caicedo,MF,Ecuador,21-043,2001,3.0,6,5,2,4,0,0,3,0.0,3,4,0,4,2,8,2,1
Montassar Talbi,DF,Tunisia,24-203,1998,3.0,2,2,1,1,0,0,0,,0,7,1,6,2,4,18,0
Morteza Pouraliganji,DF,IR Iran,30-240,1992,3.0,2,2,0,1,1,1,2,50.0,1,5,3,2,6,8,10,0
Moumi Ngamaleu,FW,Cameroon,28-159,1994,1.1,3,1,2,1,0,1,1,100.0,0,0,0,0,0,3,0,0
Munir,GK,Morocco,33-219,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Musab Kheder,DF,Qatar,29-080,1993,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Na Sang-ho,FW,Korea Republic,26-125,1996,1.3,4,1,0,3,1,1,1,100.0,0,0,0,0,0,4,2,0
Nader Ghandri,DF,Tunisia,27-300,1995,1.0,2,2,2,0,0,1,1,100.0,0,4,4,0,1,3,4,0
Nahuel Molina,DF,Argentina,24-253,1998,5.3,7,3,5,2,0,3,6,50.0,3,7,1,6,2,9,10,0
Nampalys Mendy,MF,Senegal,30-175,1992,3.0,4,4,3,1,0,2,4,50.0,2,4,0,4,3,7,3,0
Nasser Al-Dawsari,FW,Saudi Arabia,23-361,1998,0.1,2,1,2,0,0,0,0,,0,0,0,0,0,2,0,0
Nathan Aké,DF,Netherlands,27-300,1995,5.3,6,3,4,2,0,3,3,100.0,0,3,2,1,8,14,20,0
Nathaniel Atkinson,DF,Australia,23-185,1999,0.9,4,3,3,1,0,4,6,66.7,2,1,1,0,1,5,2,1
Nawaf Al Abed,MF,Saudi Arabia,32-323,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Nayef Aguerd,DF,Morocco,26-260,1996,3.9,4,2,4,0,0,2,2,100.0,0,3,2,1,4,8,12,0
Naïm Sliti,MF,Tunisia,30-141,1992,1.3,3,1,0,2,1,0,1,0.0,1,0,0,0,0,3,1,0
Neco Williams,DF,Wales,21-246,2001,2.3,5,3,3,0,2,3,4,75.0,1,5,1,4,4,9,5,0
Nemanja Gudelj,MF,Serbia,31-029,1991,1.0,2,2,1,0,1,2,2,100.0,0,2,0,2,2,4,1,1
Nemanja Maksimović,MF,Serbia,27-323,1995,1.4,4,2,0,3,1,2,3,66.7,1,3,0,3,3,7,3,0
Nemanja Radonjić,DF,Serbia,26-303,1996,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Neymar,MF,Brazil,30-313,1992,3.1,1,0,0,1,0,0,0,,0,2,0,2,1,2,0,0
Niclas Füllkrug,FW,Germany,29-309,1993,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nico Elvedi,DF,Switzerland,26-076,1996,2.0,2,0,1,0,1,1,3,33.3,2,5,3,2,1,3,13,0
Nico Schlotterbeck,DF,Germany,23-014,1999,1.0,4,3,2,2,0,3,3,100.0,0,2,1,1,1,5,1,0
Nico Williams,FW,Spain,20-156,2002,1.6,4,2,1,2,1,1,1,100.0,0,2,0,2,0,4,0,0
Nicola Zalewski,MF,Poland,20-326,2002,0.7,4,0,4,0,0,2,4,50.0,2,1,0,1,0,4,0,0
Nicolas Jackson,FW,Senegal,21-178,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nicolas Nkoulou,DF,Cameroon,32-263,1990,2.0,2,0,2,0,0,0,2,0.0,2,2,0,2,5,7,8,1
Nicolás De La Cruz,MF,Uruguay,25-197,1997,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Nicolás Otamendi,DF,Argentina,34-306,1988,6.3,10,6,7,3,0,5,7,71.4,2,5,1,4,7,17,21,0
Nicolás Tagliafico,DF,Argentina,30-106,1992,2.8,3,3,1,1,1,3,3,100.0,0,9,1,8,5,8,6,0
Niklas Süle,DF,Germany,27-103,1995,3.0,5,4,4,1,0,3,3,100.0,0,1,1,0,0,5,7,0
Nikola Milenković,DF,Serbia,25-064,1997,3.0,10,5,4,5,1,5,6,83.3,1,6,4,2,6,16,10,1
Nikola Vlašić,FW,Croatia,25-072,1997,2.0,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
Noa Lang,MF,Netherlands,23-181,1999,0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0
Noah Okafor,FW,Switzerland,22-205,2000,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Nouhou Tolo,DF,Cameroon,25-175,1997,3.0,8,5,8,0,0,3,5,60.0,2,5,2,3,6,14,10,0
Noussair Mazraoui,DF,Morocco,25-031,1997,4.1,14,9,8,4,2,8,11,72.7,3,6,1,5,1,15,16,0
Nuno Mendes,DF,Portugal,20-179,2002,0.5,0,0,0,0,0,0,0,,0,1,0,1,2,2,0,0
Néstor Araujo,DF,Mexico,31-108,1991,1.0,1,1,1,0,0,1,1,100.0,0,0,0,0,3,4,1,0
Olivier Giroud,FW,France,36-076,1986,4.2,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,4,0
Olivier Ntcham,MF,Cameroon,26-309,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Orbelín Pineda,MF,Mexico,26-266,1996,0.8,4,3,2,1,1,2,3,66.7,1,2,0,2,0,4,0,0
Osman Bukari,MF,Ghana,24-002,1998,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Otávio,MF,Portugal,27-309,1995,2.2,7,7,1,5,1,3,5,60.0,2,0,0,0,1,8,1,0
Ousmane Dembélé,FW,France,25-214,1997,4.4,12,6,6,3,3,7,8,87.5,1,2,0,2,2,14,0,0
Pablo Sarabia,FW,Spain,30-218,1992,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Paik Seung-ho,MF,Korea Republic,25-273,1997,0.3,3,2,1,2,0,2,2,100.0,0,0,0,0,0,3,0,0
Pape Abou Cissé,DF,Senegal,27-092,1995,1.2,0,0,0,0,0,0,0,,0,2,2,0,2,2,6,0
Pape Gueye,MF,Senegal,23-325,1999,1.7,4,2,0,4,0,2,2,100.0,0,2,0,2,2,6,2,0
Pape Matar Sarr,MF,Senegal,20-092,2002,0.7,3,2,1,2,0,1,1,100.0,0,1,0,1,0,3,2,0
Papu Gómez,MF,Argentina,34-303,1988,1.2,2,0,0,1,1,0,1,0.0,1,1,0,1,1,3,0,0
Pathé Ciss,MF,Senegal,28-274,1994,1.6,3,3,1,2,0,0,2,0.0,2,1,1,0,2,5,4,0
Pau Torres,DF,Spain,25-333,1997,1.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
Paulo Dybala,FW,Argentina,29-030,1993,0.2,3,1,0,2,1,0,0,,0,0,0,0,0,3,0,0
Pedri,MF,Spain,20-020,2002,4.0,4,2,2,2,0,1,6,16.7,5,5,0,5,4,8,3,0
Pedro,FW,Brazil,25-178,1997,0.7,2,2,2,0,0,1,1,100.0,0,0,0,0,1,3,0,0
Pepe,DF,Portugal,39-292,1983,4.0,5,0,4,1,0,3,4,75.0,1,6,4,2,6,11,11,0
Pervis Estupiñán,DF,Ecuador,24-328,1998,3.0,6,3,4,2,0,2,6,33.3,4,4,1,3,3,9,6,0
Phil Foden,FW,England,22-201,2000,2.9,1,1,0,0,1,0,1,0.0,1,2,0,2,1,2,0,0
Piero Hincapié,DF,Ecuador,20-340,2002,3.0,7,4,5,2,0,2,3,66.7,1,2,0,2,2,9,9,0
Pierre Højbjerg,MF,Denmark,27-132,1995,3.0,4,2,2,2,0,3,6,50.0,3,3,1,2,3,7,6,0
Pierre Kunde,MF,Cameroon,27-142,1995,1.5,4,2,3,1,0,0,2,0.0,2,0,0,0,4,8,4,0
Piotr Zieliński,MF,Poland,28-209,1994,3.6,7,5,3,3,1,1,4,25.0,3,1,0,1,1,8,7,0
Przemysław Frankowski,MF,Poland,27-247,1995,2.7,7,4,4,1,2,2,6,33.3,4,1,1,0,3,10,5,0
Rafael Leão,FW,Portugal,23-188,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Raheem Sterling,FW,England,28-007,1994,1.7,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,0,0
Ramin Rezaeian,DF,IR Iran,32-269,1990,2.0,7,5,5,2,0,3,7,42.9,4,1,0,1,3,10,2,0
Randal Kolo Muani,FW,France,24-010,1998,1.1,4,3,1,1,2,1,1,100.0,0,1,0,1,1,5,1,0
Raphaël Guerreiro,DF,Portugal,28-358,1993,3.1,3,2,2,1,0,1,2,50.0,1,3,0,3,3,6,2,0
Raphaël Varane,DF,France,29-234,1993,4.5,1,0,0,1,0,0,2,0.0,2,3,2,1,5,6,12,0
Raphinha,FW,Brazil,26-001,1996,3.5,8,6,3,2,3,6,8,75.0,2,3,0,3,3,11,0,0
Rasmus Nissen,DF,Denmark,25-157,1997,2.5,8,7,5,3,0,4,8,50.0,4,3,1,2,1,9,7,0
Raúl Jiménez,FW,Mexico,31-224,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Remo Freuler,MF,Switzerland,30-244,1992,3.6,8,5,3,5,0,4,6,66.7,2,3,0,3,3,11,3,1
Renato Steffen,FW,Switzerland,31-042,1991,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Ricardo Horta,FW,Portugal,28-091,1994,1.3,2,1,1,0,1,1,1,100.0,0,1,1,0,1,3,0,0
Ricardo Rodríguez,DF,Switzerland,30-112,1992,4.0,7,2,5,2,0,2,3,66.7,1,1,0,1,0,7,8,0
Richarlison,FW,Brazil,25-219,1997,3.6,2,2,0,1,1,0,0,,0,4,0,4,1,3,4,0
Richie Laryea,DF,Canada,27-342,1995,1.8,3,1,1,2,0,2,2,100.0,0,2,1,1,0,3,3,0
Riley McGree,FW,Australia,24-043,1998,2.9,2,1,1,0,1,0,1,0.0,1,5,0,5,5,7,3,0
Ritsu Doan,FW,Japan,24-182,1998,2.4,6,5,1,4,1,1,3,33.3,2,4,1,3,3,9,2,0
Riyadh Sharahili,MF,Saudi Arabia,29-231,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,4,0
Roan Wilson,MF,Costa Rica,20-228,2002,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Robert Lewandowski,FW,Poland,34-116,1988,4.0,2,2,0,2,0,0,3,0.0,3,3,1,2,1,3,8,0
Robert Skov,DF,Denmark,26-209,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Roberto Alvarado,FW,Mexico,24-099,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rodri,DF,Spain,26-176,1996,4.3,5,2,3,1,1,2,2,100.0,0,3,2,1,3,8,9,0
Rodrigo Bentancur,MF,Uruguay,25-173,1997,2.4,9,8,4,4,1,3,3,100.0,0,3,0,3,7,16,5,0
Rodrigo De Paul,MF,Argentina,28-205,1994,5.5,10,5,5,4,1,7,11,63.6,4,7,0,7,7,17,2,0
Rodrygo,MF,Brazil,21-340,2001,2.0,4,1,0,1,3,0,4,0.0,4,6,1,5,2,6,1,0
Rogelio Funes Mori,FW,Mexico,31-285,1991,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Romain Saïss,DF,Morocco,32-264,1990,5.2,5,2,2,2,1,2,5,40.0,3,3,1,2,3,8,30,0
Romario Ibarra,MF,Ecuador,28-082,1994,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
Romelu Lukaku,FW,Belgium,29-216,1993,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Roozbeh Cheshmi,DF,IR Iran,29-144,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,3,0
Ruben Vargas,FW,Switzerland,24-132,1998,3.2,0,0,0,0,0,0,0,,0,2,0,2,1,1,4,0
Rubin Colwill,MF,Wales,20-232,2002,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Ró-Ró,DF,Qatar,32-131,1990,2.9,6,4,3,2,1,1,2,50.0,1,2,0,2,8,14,3,0
Rónald Matarrita,DF,Costa Rica,28-159,1994,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Rúben Dias,DF,Portugal,25-215,1997,4.0,4,4,2,2,0,0,1,0.0,1,2,0,2,3,7,9,0
Rúben Neves,MF,Portugal,25-277,1997,3.0,2,1,0,0,2,0,6,0.0,6,3,1,2,3,5,5,0
Saad Al Sheeb,GK,Qatar,32-299,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sadegh Moharrami,DF,IR Iran,26-289,1996,1.0,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,3,0
Saeid Ezatolahi,MF,IR Iran,26-075,1996,2.4,6,1,1,3,2,2,8,25.0,6,3,0,3,2,8,4,0
Saleh Al-Shehri,FW,Saudi Arabia,29-044,1993,2.5,3,1,0,1,2,0,1,0.0,1,3,1,2,0,3,2,0
Salem Al-Dawsari,MF,Saudi Arabia,31-118,1991,3.0,5,4,3,2,0,1,2,50.0,1,1,0,1,1,6,2,0
Salis Abdul Samed,MF,Ghana,22-264,2000,2.8,2,2,0,2,0,0,1,0.0,1,2,1,1,4,6,8,0
Salman Al-Faraj,MF,Saudi Arabia,33-136,1989,0.5,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0
Sam Adekugbe,DF,Canada,27-333,1995,1.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Saman Ghoddos,MF,IR Iran,29-100,1993,0.5,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Sami Al-Najei,MF,Saudi Arabia,25-311,1997,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Samuel Oum Gouet,MF,Cameroon,25-002,1997,1.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0
Sardar Azmoun,FW,IR Iran,27-348,1995,1.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Saud Abdulhamid,DF,Saudi Arabia,23-150,1999,3.0,5,2,2,2,1,2,2,100.0,0,3,0,3,2,7,6,0
Saša Lukić,MF,Serbia,26-124,1996,2.7,2,0,0,2,0,0,2,0.0,2,2,0,2,1,3,5,1
Sebastian Szymański,MF,Poland,23-219,1999,1.5,6,3,3,2,1,0,1,0.0,1,4,1,3,2,8,1,0
Sebastián Coates,DF,Uruguay,32-069,1990,2.0,1,0,0,1,0,0,0,,0,3,1,2,1,2,6,0
Selim Amallah,MF,Morocco,26-030,1996,4.3,11,7,4,5,2,5,10,50.0,5,6,1,5,6,17,2,0
Serge Gnabry,FW,Germany,27-154,1995,2.9,5,2,1,2,2,4,5,80.0,1,2,0,2,2,7,3,0
Sergej Milinković-Savić,MF,Serbia,27-291,1995,2.6,5,1,2,3,0,3,4,75.0,1,5,2,3,2,7,5,0
Sergio Busquets,MF,Spain,34-152,1988,4.0,7,4,3,3,1,3,5,60.0,2,2,0,2,1,8,1,0
Sergio Rochet,GK,Uruguay,29-267,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Sergiño Dest,DF,United States,22-042,2000,3.4,4,2,2,1,1,2,3,66.7,1,3,0,3,2,6,7,0
Shaquell Moore,DF,United States,26-043,1996,0.2,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,3,0
Shogo Taniguchi,DF,Japan,31-153,1991,2.3,1,0,0,1,0,0,0,,0,2,2,0,1,2,10,0
Shūichi Gonda,GK,Japan,33-287,1989,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Silvan Widmer,DF,Switzerland,29-285,1993,2.9,10,6,9,1,0,6,6,100.0,0,3,0,3,2,12,15,0
Simon Kjær,DF,Denmark,33-264,1989,0.7,0,0,0,0,0,0,0,,0,1,1,0,5,5,2,0
Sofiane Boufal,FW,Morocco,29-089,1993,4.6,9,5,5,4,0,3,6,50.0,3,8,0,8,2,11,0,0
Sofyan Amrabat,MF,Morocco,26-116,1996,6.3,15,9,14,1,0,8,13,61.5,5,2,1,1,6,21,10,0
Son Heung-min,FW,Korea Republic,30-160,1992,4.0,5,2,4,1,0,4,4,100.0,0,2,0,2,2,7,0,1
Son Jun-ho,MF,Korea Republic,30-217,1992,0.8,3,3,0,3,0,2,2,100.0,0,3,1,2,3,6,0,0
Sorba Thomas,MF,Wales,23-115,1999,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Srđan Babić,DF,Serbia,26-237,1996,0.1,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
Stefan Mitrović,DF,Serbia,32-207,1990,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Stephen Eustáquio,MF,Canada,25-359,1996,1.4,4,2,2,2,0,1,3,33.3,2,0,0,0,2,6,6,0
Steve Mandanda,GK,France,37-262,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Steven Berghuis,MF,Netherlands,30-361,1991,2.2,2,1,1,0,1,1,2,50.0,1,1,0,1,0,2,0,0
Steven Bergwijn,FW,Netherlands,25-068,1997,2.4,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,0,0
Steven Vitória,DF,Canada,35-338,1987,3.0,3,3,1,2,0,3,3,100.0,0,4,2,2,0,3,7,0
Strahinja Pavlović,DF,Serbia,21-205,2001,2.6,7,2,4,3,0,3,6,50.0,3,6,1,5,1,8,7,0
Sultan Al-Ghanam,DF,Saudi Arabia,28-223,1994,1.4,0,0,0,0,0,0,1,0.0,1,3,1,2,2,2,3,0
Taha Yassine Khenissi,FW,Tunisia,30-343,1992,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tajon Buchanan,MF,Canada,23-310,1999,2.9,1,1,1,0,0,1,5,20.0,4,3,0,3,3,4,0,0
Takefusa Kubo,FW,Japan,21-194,2001,1.0,1,1,0,1,0,0,0,,0,3,0,3,0,1,0,0
Takehiro Tomiyasu,DF,Japan,24-040,1998,2.1,0,0,0,0,0,0,0,,0,2,2,0,0,0,7,1
Takuma Asano,FW,Japan,28-035,1994,1.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Takumi Minamino,FW,Japan,27-333,1995,0.7,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0
Tarek Salman,DF,Qatar,25-010,1997,0.1,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
Tariq Lamptey,DF,Ghana,22-076,2000,1.1,3,1,3,0,0,3,4,75.0,1,1,1,0,1,4,4,0
Teun Koopmeiners,MF,Netherlands,24-290,1998,2.4,10,5,2,8,0,5,8,62.5,3,2,1,1,4,14,4,0
Theo Hernández,DF,France,25-070,1997,4.9,13,11,9,4,0,7,12,58.3,5,4,1,3,4,17,8,1
Thiago Almada,MF,Argentina,21-233,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Thiago Silva,DF,Brazil,38-084,1984,4.3,3,1,0,2,1,0,0,,0,3,1,2,5,8,6,0
Thibaut Courtois,GK,Belgium,30-218,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Thilo Kehrer,DF,Germany,26-085,1996,0.8,6,2,4,1,1,3,3,100.0,0,1,0,1,3,9,2,0
Thomas Delaney,MF,Denmark,31-103,1991,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Thomas Meunier,DF,Belgium,31-094,1991,2.3,6,6,3,3,0,4,5,80.0,1,1,0,1,2,8,5,0
Thomas Müller,FW,Germany,33-093,1989,2.2,2,2,0,1,1,1,2,50.0,1,4,0,4,1,3,0,0
Thomas Partey,MF,Ghana,29-185,1993,3.0,9,5,8,1,0,4,4,100.0,0,8,2,6,0,9,8,0
Thorgan Hazard,FW,Belgium,29-261,1993,1.2,3,2,2,0,1,0,2,0.0,2,4,0,4,0,3,0,0
Tim Ream,DF,United States,35-071,1987,4.0,4,3,1,3,0,3,3,100.0,0,2,1,1,4,8,12,0
Timothy Castagne,DF,Belgium,27-010,1995,3.0,7,4,6,1,0,4,6,66.7,2,1,0,1,2,9,4,0
Timothy Weah,FW,United States,22-296,2000,3.5,0,0,0,0,0,0,1,0.0,1,5,0,5,0,0,0,0
Toby Alderweireld,DF,Belgium,33-288,1989,3.0,4,2,4,0,0,2,5,40.0,3,3,1,2,0,4,19,0
Trent Alexander-Arnold,DF,England,24-069,1998,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Tyler Adams,MF,United States,23-304,1999,4.0,11,9,7,4,0,3,7,42.9,4,6,0,6,4,15,6,0
Unai Simón,GK,Spain,25-187,1997,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3
Uriel Antuna,FW,Mexico,25-116,1997,0.9,4,3,1,2,1,2,2,100.0,0,1,0,1,0,4,0,0
Vanja Milinković-Savić,GK,Serbia,25-298,1997,3.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Victor Nelsson,DF,Denmark,24-062,1998,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,2,2,1,0
Vincent Aboubakar,FW,Cameroon,30-327,1992,1.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Vincent Janssen,FW,Netherlands,28-183,1994,1.0,2,0,0,1,1,0,1,0.0,1,2,0,2,0,2,1,0
Vinicius Júnior,FW,Brazil,22-156,2000,3.3,3,1,1,1,1,0,2,0.0,2,5,1,4,0,3,0,0
Virgil van Dijk,DF,Netherlands,31-160,1991,5.3,2,1,0,2,0,1,2,50.0,1,8,7,1,4,6,21,0
Vitinha,MF,Portugal,22-305,2000,1.3,3,2,1,1,1,2,4,50.0,2,0,0,0,1,4,1,0
Wahbi Khazri,FW,Tunisia,31-310,1991,0.9,2,0,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
Wajdi Kechrida,DF,Tunisia,27-040,1995,1.2,3,3,3,0,0,1,1,100.0,0,3,1,2,0,3,4,0
Walid Cheddira,FW,Morocco,24-327,1998,0.7,1,0,0,1,0,0,0,,0,0,0,0,0,1,2,0
Walker Zimmerman,DF,United States,29-210,1993,3.1,3,2,3,0,0,3,4,75.0,1,4,3,1,4,7,15,0
Wataru Endo,MF,Japan,29-309,1993,3.4,8,4,4,4,0,3,5,60.0,2,8,3,5,3,11,6,0
Wayne Hennessey,GK,Wales,35-325,1987,1.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Weston McKennie,MF,United States,24-109,1998,3.0,2,1,1,0,1,1,4,25.0,3,4,0,4,0,2,5,0
William Carvalho,MF,Portugal,30-252,1992,2.4,6,5,4,2,0,1,2,50.0,1,2,0,2,0,6,3,0
William Saliba,DF,France,21-266,2001,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Wojciech Szczęsny,GK,Poland,32-241,1990,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Wout Weghorst,FW,Netherlands,30-130,1992,0.7,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Wéverton,GK,Brazil,35-002,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Xavi Simons,FW,Netherlands,19-238,2003,0.1,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Xherdan Shaqiri,FW,Switzerland,31-066,1991,2.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Yahya Attiat Allah,DF,Morocco,27-288,1995,2.5,4,2,3,1,0,3,6,50.0,3,3,0,3,0,4,13,0
Yahya Jabrane,MF,Morocco,31-180,1991,0.2,,0,,,,,,,,,,,0,,,
Yann Sommer,GK,Switzerland,33-363,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yannick Carrasco,FW,Belgium,29-102,1993,1.3,5,4,4,0,1,5,7,71.4,2,2,0,2,1,6,4,0
Yasser Al-Shahrani,DF,Saudi Arabia,30-204,1992,1.0,3,1,0,3,0,1,1,100.0,0,0,0,0,6,9,6,0
Yassine Bounou,GK,Morocco,31-254,1991,5.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Yassine Meriah,DF,Tunisia,29-166,1993,3.0,4,2,3,0,1,3,8,37.5,5,5,0,5,1,5,20,0
Yeltsin Tejeda,MF,Costa Rica,30-273,1992,3.0,4,2,3,1,0,1,6,16.7,5,7,5,2,1,5,7,0
Youri Tielemans,MF,Belgium,25-222,1997,1.1,3,1,1,2,0,1,1,100.0,0,4,1,3,2,5,0,0
Youssef En-Nesyri,FW,Morocco,25-197,1997,5.0,3,2,2,1,0,0,2,0.0,2,5,0,5,1,4,10,0
Youssef Msakni,MF,Tunisia,32-048,1990,1.9,3,1,1,2,0,0,1,0.0,1,2,1,1,0,3,1,0
Youssouf Fofana,MF,France,23-339,1999,2.2,7,5,3,4,0,1,3,33.3,2,5,1,4,3,10,0,0
Youssouf Sabaly,DF,Senegal,29-285,1993,4.0,6,6,4,1,1,3,5,60.0,2,1,0,1,4,10,9,0
Youssoufa Moukoko,FW,Germany,18-025,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Youstin Salas,DF,Costa Rica,26-181,1996,0.5,5,1,4,1,0,3,7,42.9,4,3,1,2,0,5,1,0
Yuki Soma,FW,Japan,25-293,1997,0.9,2,0,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0
Yunus Musah,MF,United States,20-016,2002,3.8,8,6,4,4,0,1,3,33.3,2,7,0,7,2,10,1,0
Yuto Nagatomo,MF,Japan,36-094,1986,2.3,4,2,1,2,1,1,1,100.0,0,2,0,2,0,4,3,0
Zakaria Aboukhlal,FW,Morocco,22-300,2000,0.9,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0
Álvaro Morata,FW,Spain,30-053,1992,2.1,1,1,1,0,0,1,2,50.0,1,2,1,1,0,1,2,0
Álvaro Zamora,MF,Costa Rica,20-281,2002,0.3,2,0,0,1,1,1,1,100.0,0,0,0,0,1,3,0,0
Ángel Correa,MF,Argentina,27-281,1995,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Ángel Di María,MF,Argentina,34-304,1988,2.5,3,1,2,0,1,1,1,100.0,0,2,0,2,0,3,0,0
Ángelo Preciado,DF,Ecuador,24-300,1998,2.9,7,5,3,3,1,2,4,50.0,2,2,0,2,6,13,4,0
Éder Militão,DF,Brazil,24-331,1998,3.9,7,6,4,1,2,3,4,75.0,1,1,0,1,3,10,5,0
Óscar Duarte,DF,Costa Rica,33-195,1989,3.0,4,2,4,0,0,2,2,100.0,0,3,1,2,6,10,15,0
